title,address,type,educational,workExperience,workTag,salary,salaryMonth,companyTags,hrWork,hrName,pratice,companyTitle,companyAvatar,companyNature,companyStatus,companyPeople,detailUrl,companyUrl,dist
软件工程师（驱动、中间件方向）,杭州,c,本科,3-5年,"[""\u4e2d\u95f4\u4ef6\u5f00\u53d1"", ""C++"", ""C""]","[14000, 21000]",14薪,"[""\u96f6\u98df\u4e0b\u5348\u8336\uff0c\u5e74\u7ec8\u5956\uff0c\u51fa\u5dee\u8865\u8d34\uff0c\u996d\u8865\uff0c\u9910\u8865\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u8865\u5145\u533b\u7597\u4fdd\u9669\uff0c\u8282\u65e5\u798f\u5229\uff0c12\u5929\u5e26\u85aa\u5e74\u5047\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u751f\u65e5\u798f\u5229\uff0c\u5929\u6d25\u6237\u53e3\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u56e2\u5efa\u805a\u9910\uff0c\u610f\u5916\u9669\uff0c\u7ee9\u6548\u5956\u91d1""]",招聘专员,乔先生招聘专员,0,华峰测控,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20180806/ffec8076a69c70797b225e3f79be6c6d51a5e35481799f16160379116800f0ea.jpg?x-oss-process=image/resize,w_100,limit_0",电子/硬件开发,已上市,"[500, 999]",https://www.zhipin.com/job_detail/85c39f1c3cc8b1d61H1z2d26GFBV.html?lid=1yB6E6s0fcZ.search.50&securityId=qaH1WXklY22SF-n1qTGjMpzGkLb2WLR4pSv4ioR7DZB3wIRereUZ25WoOUMJN9RMK7SgFt79FmjErE4zQ46s8dXGDEo6I57NGghmBcyA1FNRCcee2fo~&sessionId=,https://www.zhipin.com/gongsi/185fb73afedaef691Xd-29i4Fg~~.html,拱墅区
资深软件工程师,无锡,c,本科,5-10年,"[""C++"", ""QT"", ""STL"", ""\u5fae\u670d\u52a1\u7ecf\u9a8c"", ""QT\u754c\u9762\u5f00\u53d1""]","[15000, 30000]",14薪,"[""\u4e94\u9669\u4e00\u91d1\uff0c\u901a\u8baf\u8865\u8d34\uff0c\u8865\u5145\u533b\u7597\u4fdd\u9669\uff0c\u8282\u65e5\u798f\u5229\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u5e74\u7ec8\u5956""]",HRBP,李女士HRBP,0,高视远望,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20210610/38a9c8f31233cbc72aeb58a2c32bc1eba5b67dfdd78725da82424c4ed1c7f814.jpg?x-oss-process=image/resize,w_100,limit_0",医疗健康,不需要融资,"[500, 999]",https://www.zhipin.com/job_detail/3cba03f009ec76261H160t64EFtV.html?lid=1yB6E6s0fcZ.search.51&securityId=mwKOkJn6dXMPa-q16S4_mzjKN9boPlNOTk9uOInzPxcRKA3rLBN8DeB12iEtsh5emhXz1PtthsfvK25v8wxddFkBV-CoUg-FkAkkfeFlFMpRBhms&sessionId=,https://www.zhipin.com/gongsi/1b79cbe419ec68231HZ93ty_.html,锡山区
资深游戏服务器开发工程师,上海,c,学历不限,5-10年,"[""Golang"", ""C++"", ""QT"", ""Boost"", ""MFC"", ""Linux\u5f00\u53d1/\u90e8\u7f72\u7ecf\u9a8c"", """", """", """", """"]","[30000, 50000]",0薪,"[""\u610f\u5916\u9669\uff0c\u7ee9\u6548\u5956\u91d1\uff0c\u8865\u5145\u533b\u7597\u4fdd\u9669\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u56e2\u5efa\u805a\u9910\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u5e74\u7ec8\u5956\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u96f6\u98df\u4e0b\u5348\u8336\uff0c\u9910\u8865""]",HRD,戴先生HRD,0,藤库网络,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",游戏,未融资,"[100, 499]",https://www.zhipin.com/job_detail/4ef76187f8c027de1Hx-29-9GVdS.html?lid=1yB6E6s0fcZ.search.52&securityId=JOFFN9uO5eLoU-K1z97vkELeUyBY2X7aU0r6MbzwgRPKOZgNz7T7HpFxc8FetTAzFaY9UzmDzfCI7Jo8smCvQKHs26091nDo91Ey-GqzYrWmavdXdN6y&sessionId=,https://www.zhipin.com/gongsi/dd958cccaba6d6301Xd_29W5EVM~.html,徐汇区
浏览器开发工程师,成都,c,大专,1-3年,"[""Linux"", ""Webkit"", ""Chromium"", ""\u6d4f\u89c8\u5668\u5185\u6838"", ""Android\u5e95\u5c42"", """", """"]","[15000, 30000]",0薪,"[""\u9910\u8865\uff0c\u901a\u8baf\u8865\u8d34\uff0c\u5e74\u7ec8\u5956\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u4ea4\u901a\u8865\u52a9\uff0c\u52a0\u73ed\u8865\u52a9\uff0c\u8282\u65e5\u798f\u5229""]",人事主管,蒋女士人事主管,0,AMT,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20210430/eda975022fea2daa062afb2e36cb87f8d9941c440c309c90aa694c799dd74dc1_s.jpg?x-oss-process=image/resize,w_100,limit_0",计算机软件,未融资,"[100, 499]",https://www.zhipin.com/job_detail/677ba107603770e61XZ839y6FFNQ.html?lid=1yB6E6s0fcZ.search.53&securityId=vrddr970CSVfq-C1cbUinTMWfGHBgenfk-d-2DIyiDWVHO-G9UmLArj2i7KfZsumS_QN2IOR3BbP1eKTcHBmh4QeD0KN7Si0yv6uJCSLnxW2sCSUIQ~~&sessionId=,https://www.zhipin.com/gongsi/1718d2c311754e321nB-2968Fw~~.html,武侯区
C++流媒体工程师,武汉,c,本科,3-5年,"[""RTSP\u3001RTP\u3001RTCP\u3001TS"", ""C++"", ""\u5d4c\u5165\u5f0f\u8f6f\u4ef6\u7ecf\u9a8c"", """", """", """", """"]","[15000, 25000]",13薪,"[""\u5e26\u85aa\u5e74\u5047\uff0c\u96f6\u98df\u4e0b\u5348\u8336\uff0c\u8282\u65e5\u798f\u5229\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u52a0\u73ed\u8865\u52a9\uff0c\u5e74\u7ec8\u5956\uff0c\u4ea4\u901a\u8865\u52a9\uff0c\u9910\u8865""]",HRM,龚女士HRM,0,北京拙河科技,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20210218/b18e600f0249afb3a8c96400d76527d62f4a2a1664bb04f77173c4f006568bc2_s.jpg?x-oss-process=image/resize,w_100,limit_0",智能硬件,A轮,"[100, 499]",https://www.zhipin.com/job_detail/a6aca85cd4c10eb41HZ909i1FVRX.html?lid=1yB6E6s0fcZ.search.54&securityId=Gz_8nqOAGyY5g-B1Pt6n3BXUiJRr0t2E4vR3u5Ip3JY9VvP_0xkXlWDaxg_BpAhcDcqyK4KL5Nbvu5ADMQRmixvY-pQ4FaPNRlqRFg6QZTmzze1vkg~~&sessionId=,https://www.zhipin.com/gongsi/852ec7d57a2310a51Hd_2NW4Eg~~.html,汉阳区
C/C++应用开发-上位机软件-电子测试仪器,广州,c,本科,1-3年,"[""C++"", ""QT"", ""\u684c\u9762\u5f00\u53d1\u7ecf\u9a8c"", ""\u4e0a\u4f4d\u673a\u5f00\u53d1\u7ecf\u9a8c"", ""\u9762\u5411\u5bf9\u8c61""]","[11000, 18000]",13薪,"[""\u52a0\u73ed\u8865\u52a9\uff0c\u901a\u8baf\u8865\u8d34\uff0c\u5e74\u7ec8\u5956\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u514d\u8d39\u73ed\u8f66\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u9910\u8865\uff0c\u8282\u65e5\u798f\u5229\uff0c\u4ea4\u901a\u8865\u52a9\uff0c\u5458\u5de5\u65c5\u6e38""]",HR,黄女士HR,0,致远电子,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20201224/6cab76de702f4f6a0cf711acc1b143a7683fa28d2c038c44b002f44b6caf4353_s.jpg?x-oss-process=image/resize,w_100,limit_0",智能硬件,未融资,"[500, 999]",https://www.zhipin.com/job_detail/67f8b1242666cae71Hd53N2_FlZX.html?lid=1yB6E6s0fcZ.search.55&securityId=ojzdZTlaeBitA-f1KNy_Csmuac-PzM-L9UH2FpuDXC2rjAY-5uwdptDZDEvpOREYae-gl-sA7WvUgeC0E-8LciPUCWqQvGQ8kJToN6i7Fx5gBBkA&sessionId=,https://www.zhipin.com/gongsi/b64d52632781e3111Hd739q9.html,黄埔区
急急急-上位机开发-周末双倍工资,深圳,c,本科,3-5年,"[""C++"", ""C#"", ""MySQL"", ""\u4e0a\u4f4d\u673a\u5f00\u53d1\u7ecf\u9a8c"", ""halcon"", ""\u8fd0\u52a8\u63a7\u5236"", """"]","[12000, 24000]",0薪,"[""\u4ea4\u901a\u8865\u52a9\uff0c\u8865\u5145\u533b\u7597\u4fdd\u9669\uff0c\u751f\u65e5\u798f\u5229\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u514d\u8d39\u73ed\u8f66\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u56e2\u5efa\u6d3b\u52a8\uff0c\u52a0\u73ed\u8865\u52a9\uff0c\u901a\u8baf\u8865\u8d34\uff0c\u8282\u65e5\u798f\u5229\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u96f6\u98df\u4e0b\u5348\u8336""]",招聘者,秦女士招聘者,0,软通动力,"https://img.bosszhipin.com/beijin/upload/com/logo/20210830/7b5b554d84f9729cb81dae6da87b9eddbf6e3e481ce34ae8c7421cffdbdea8d6f11cda4aeefd5586.jpg?x-oss-process=image/resize,w_100,limit_0",计算机软件,已上市,"[0, 10000]",https://www.zhipin.com/job_detail/fa3742ca308d8d721H1_39y-EVVT.html?lid=1yB6E6s0fcZ.search.56&securityId=YU2B8fcOdir4b-W1FZopU7UwB8CSGEU9ayhZITF2_SI6VxIqauRsQbCz6pg_tx2SpkWbfE6XG5elqZnp6KdlBzBNGtVPtxeac20YDwG0_oM2G3Oh2Cqv&sessionId=,https://www.zhipin.com/gongsi/c8311034740eee121nVz09S7E1U~.html,龙岗区
C++(QT)开发工程师,西安,c,本科,3-5年,"[""C++"", ""QT""]","[20000, 35000]",13薪,"[""\u5168\u52e4\u5956\uff0c\u80a1\u7968\u671f\u6743\uff0c\u9ad8\u6e29\u5047\u671f\uff0c\u8282\u65e5\u798f\u5229\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u5e74\u7ec8\u5956\uff0c\u52a0\u73ed\u8865\u52a9\uff0c\u9910\u8865\uff0c\u96f6\u98df\u4e0b\u5348\u8336\uff0c\u96f6\u98df\u4e0b\u5348\u8336""]",招聘者,惠女士招聘者,0,知象光电科技,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20220808/7bf6f160950405e93d23191b2524125f51e98c86c45f52282c1636408b07071035c0933ed8ff8cac.jpg?x-oss-process=image/resize,w_100,limit_0",智能硬件,C轮,"[100, 499]",https://www.zhipin.com/job_detail/37e93897657bcbd41nV43N-_ElVY.html?lid=1yB6E6s0fcZ.search.57&securityId=E3ZSEpcEjgNA8-n1acQaS4pGHocbw79a3qx-YIxFYxhttia2tDKlzvB_VGn88XinhWS7CDEq1HduURmAAPv5No8EvOUeM6vHUH-ledMGbK2EkspzFA~~&sessionId=,https://www.zhipin.com/gongsi/a0892bdefa63b5c11nZ-2968FA~~.html,长安区
Linux c++ 工程师,北京,c,大专,经验不限,"[""C++"", ""\u8ba1\u7b97\u673a\u76f8\u5173\u4e13\u4e1a"", ""Linux\u5f00\u53d1/\u90e8\u7f72\u7ecf\u9a8c""]","[12000, 24000]",13薪,"[""\u96f6\u98df\u4e0b\u5348\u8336\uff0c\u5e74\u7ec8\u5956\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u8282\u65e5\u798f\u5229\uff0c\u5e26\u85aa\u5e74\u5047""]",HRM,田女士HRM,0,易达图灵,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",计算机软件,不需要融资,"[20, 99]",https://www.zhipin.com/job_detail/95449d93274d2b461HR42di8GFNZ.html?lid=1yB6E6s0fcZ.search.58&securityId=yvXvq97GNvFsf-n1OSvfluT9cq_soj93V2D37_W59faCec2-OZnkDtELpwfBbCs2iyh7cusQrIKhcla84hobVAkMC_xVbAOqajkOQvGubbSbfLQesg~~&sessionId=,https://www.zhipin.com/gongsi/0156f70161490eb31nV_29i5FA~~.html,朝阳区
C++开发 初级可接受应届毕业生,北京,c,本科,经验不限,"[""C++"", ""QT"", ""MySQL"", ""\u865a\u62df\u673a\u6280\u672f"", ""\u56fe\u5f62\u5f00\u53d1\u7ecf\u9a8c"", """"]","[8000, 13000]",0薪,"[""\u5e26\u85aa\u5e74\u5047\uff0c\u52a0\u73ed\u8865\u52a9\uff0c\u5e74\u7ec8\u5956\uff0c\u514d\u8d39\u73ed\u8f66\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u901a\u8baf\u8865\u8d34\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u8282\u65e5\u798f\u5229\uff0c\u4ea4\u901a\u8865\u52a9\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u4f4f\u623f\u8865\u8d34\uff0c\u9910\u8865""]",招聘主管,郭先生招聘主管,0,银景科技,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20190412/4b8c85a7811952d273266592e22a944edb01bfa075e15932b46291478a5aa6aa.jpg?x-oss-process=image/resize,w_100,limit_0",计算机软件,未融资,"[20, 99]",https://www.zhipin.com/job_detail/1a424004d146a59b1nN-3N-5FVVT.html?lid=1yB6E6s0fcZ.search.59&securityId=r3r9DmHCnKBga-21oAL5T71S7cUOCOIZoSyt-quo1qAjxF-H4-aocvdiZRbPL7bkIXhLLXfNX0y8JdiTv4-LgPi3LFiM70Yeokz7GiDH5MrMAbPj&sessionId=,https://www.zhipin.com/gongsi/9a1e3f24c779a21e1XJ439u8.html,顺义区
QT开发工程师C++,上海,c,本科,3-5年,"[""QT"", ""Linux"", ""Windows"", ""Unix"", ""VC++""]","[15000, 25000]",0薪,"[""\u4e94\u9669\u4e00\u91d1\uff0c\u8282\u65e5\u798f\u5229\uff0c\u56e2\u5efa\u805a\u9910\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u5b9a\u671f\u4f53\u68c0""]",人事,王女士人事,0,最闻信息科技,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20190513/0697d7b9a5e4f09d77fc7267cf9dedf691b5a66be17b7698518844b7d1e6d0f4_s.jpg?x-oss-process=image/resize,w_100,limit_0",互联网,A轮,"[100, 499]",https://www.zhipin.com/job_detail/2241777626daba161nx40tu7E1tQ.html?lid=1yB6E6s0fcZ.search.60&securityId=KQTyqz9Y4rVCu-v13gX_0ebHQdmQl2uznmcOElU6eFODzshVOW0cWqMYZkTunvpT3gJohAkGvQ_ynwgBQSHDcJPRKecozzsKGYCJcQbX06uZ0Ocmuw~~&sessionId=,https://www.zhipin.com/gongsi/e604191c3f6c8efd03B52N68GQ~~.html,浦东新区
图形渲染工程师（北京）,北京,c,本科,1-3年,"[""C++"", ""C"", ""QT"", ""OSG"", ""Opengl""]","[18000, 20000]",0薪,"[""\u610f\u5916\u9669\uff0c\u4e94\u9669\u4e00\u91d1""]",HR,杨女士HR,0,天津镭明激光有限公司,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20220211/7bf6f160950405e9c2d4efc0974c7e6b0c6eea75d4b6ce8dc895cc4c35668bbe05d85b22126bdcdc.jpg?x-oss-process=image/resize,w_100,limit_0",铁路/船舶/航空/航天制造,C轮,"[100, 499]",https://www.zhipin.com/job_detail/9e9f1a7ad0707ab11Hd-39i9EFFU.html?lid=1yABpYf3Ijl.search.61&securityId=p1ME446mt0VkR-T1bB_2tBSgYz2e-Ya8hZIQqDOQWfB0iALBegXdgyG6Fb9-An1ldd2AcMlI9ZJTDwDWBwxfK9O708FmRUIz-8itBjOzHU-KnrMLvv8~&sessionId=,https://www.zhipin.com/gongsi/acc12ef37ec43d473nBz0tm9Fw~~.html,昌平区
C++软件开发工程师,上海,c,本科,3-5年,"[""C++"", ""C"", ""STL"", ""\u4e0a\u4f4d\u673a\u5f00\u53d1\u7ecf\u9a8c"", ""\u4e0d\u9650"", ""C++"", ""\u591a\u7ebf\u7a0b\u5f00\u53d1"", """"]","[15000, 20000]",13薪,"[""\u8282\u65e5\u798f\u5229\uff0c\u5168\u52e4\u5956\uff0c\u5e74\u7ec8\u5956\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u514d\u8d39\u73ed\u8f66\uff0c\u901a\u8baf\u8865\u8d34\uff0c\u52a0\u73ed\u8865\u52a9\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u4ea4\u901a\u8865\u52a9\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u96f6\u98df\u4e0b\u5348\u8336""]",HRBP,王女士HRBP,0,bodor,"https://img.bosszhipin.com/beijin/mcs/banner/75138f5b4872d09971379a9ba8a0b8c0cfcd208495d565ef66e7dff9f98764da.jpg?x-oss-process=image/resize,w_100,limit_0",其他行业,已上市,"[1000, 9999]",https://www.zhipin.com/job_detail/1fcda11b624fec611XB-3ti7F1RV.html?lid=1yABpYf3Ijl.search.62&securityId=6jRo5CFR7neUx-21Xi1zQjHbRe8QIguGy-CK-l4Y3pQVxxkQRmT3AHhhtIiBOyFOLAh1MMhY97-pcr5i-aJ_22M2DaTqyLJjNV6oNEED7bOcU8Cp&sessionId=,https://www.zhipin.com/gongsi/e2bc052741451af71HN52d25.html,闵行区
嵌入式软件开发工程师,成都,c,大专,3-5年,"[""C++"", ""C\u8bed\u8a00"", ""\u5d4c\u5165\u5f0f\u5f00\u53d1\u7ecf\u9a8c"", ""C\u8bed\u8a00\u5f00\u53d1\u7ecf\u9a8c""]","[7000, 9000]",0薪,"[""\u5305\u4f4f\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u6709\u65e0\u7ebf\u7f51\uff0c\u8282\u65e5\u798f\u5229\uff0c\u52a0\u73ed\u8865\u52a9\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u8282\u5047\u65e5\u52a0\u73ed\u8d39\uff0c\u901a\u8baf\u8865\u8d34\uff0c\u5e74\u7ec8\u5956\uff0c\u4ea4\u901a\u8865\u52a9""]",HR,陈女士HR,0,广州先极,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",自动化设备,未融资,"[20, 99]",https://www.zhipin.com/job_detail/bf88bae6ae0de7e21Hdy2Nq8EFdS.html?lid=1yABpYf3Ijl.search.63&securityId=7Bi3PuOcnAo4Y-V1Nf-XUwwSclrs_gtoD3RAE8ysFbx0o5Nnj8AUb5HbcdQJtfcmM5ksrFvtW-vppWGjIs8mhtdvE0IEiQ9ZV-g8Bc5arXdO2g3HmTvp&sessionId=,https://www.zhipin.com/gongsi/cd75d62bbeece48e1XF43d68EFQ~.html,武侯区
初级c++开发工程师,广州,c,本科,1-3年,"[""C++"", ""C"", ""QT"", ""Linux""]","[7000, 11000]",0薪,"[""\u96f6\u98df\u4e0b\u5348\u8336\uff0c\u8865\u5145\u533b\u7597\u4fdd\u9669\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u5e74\u7ec8\u5956\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u8282\u65e5\u798f\u5229\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u4e94\u9669\u4e00\u91d1""]",人事,李女士人事,0,章和技术,"https://img.bosszhipin.com/beijin/upload/com/logo/20201118/d85d59825c47aff361765a4bd5b04623e220db335b9491de5972348fd718f36c.jpg?x-oss-process=image/resize,w_100,limit_0",信息安全,未融资,"[20, 99]",https://www.zhipin.com/job_detail/2883b92d5e9054f61H180tW4FlJW.html?lid=1yABpYf3Ijl.search.64&securityId=NcMp3nKF_pr8p-F1Se_y4oDUAemXrTuMNRCBe15nne3rz7R046Xuv_5_XZFAdtnNJUn3x7eSqRiiYSRgDEQuhmG6T4AJswq3y3inqvPSPmmqdVGc59k~&sessionId=,https://www.zhipin.com/gongsi/ca8a6aa9396e1aae1HV_3Ni4EA~~.html,天河区
C++软件工程师（北京、天津）,天津,c,本科,经验不限,"[""Windows"", ""Linux""]","[13000, 25000]",0薪,"[""\u9910\u8865\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u56e2\u5efa\u805a\u9910\uff0c\u610f\u5916\u9669\uff0c\u751f\u65e5\u798f\u5229\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u5168\u52e4\u5956\uff0c\u5e74\u7ec8\u5956\uff0c\u8282\u65e5\u798f\u5229\uff0c\u96f6\u98df\u4e0b\u5348\u8336\uff0c\u5458\u5de5\u65c5\u6e38""]",人事经理,杨女士人事经理,0,华清瑞达,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20240327/7bf6f160950405e9d9066cfe1e6cac0e50f91190fe13c09664ddbdc3082bf25381fc2a15a40dbc15.png.webp?x-oss-process=image/resize,w_100,limit_0",通信/网络设备,未融资,"[100, 499]",https://www.zhipin.com/job_detail/74053f8ccae5ddcc1XZ739y4GVdV.html?lid=1yABpYf3Ijl.search.65&securityId=4cSlia4nvOUxz-n1eEEV_yBELCTbuVRd_LfrTHelTXpd3v2IlaKRFTjY7q7S-d4IYFU_TRGA9PaWAYHYzJgw0YDk0KfBZrM8_1FgjkGlAxhd4nbFkKw~&sessionId=,https://www.zhipin.com/gongsi/aa73ea2de23829351Hd939S4FlY~.html,西青区
通用软件开发工程师,上海,c,本科,在校/应届,"[""C++"", ""MySQL"", ""Redis""]","[25000, 40000]",16薪,"[""\u5458\u5de5\u65c5\u6e38\uff0c\u591c\u73ed\u8865\u52a9\uff0c\u514d\u8d39\u73ed\u8f66\uff0c\u52a0\u73ed\u8865\u52a9\uff0c\u7ee9\u6548\u5956\u91d1\uff0c\u610f\u5916\u9669\uff0c\u5e74\u7ec8\u5956\uff0c\u8282\u5047\u65e5\u52a0\u73ed\u8d39\uff0c\u4fdd\u5e95\u5de5\u8d44\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u4ea4\u901a\u8865\u52a9\uff0c\u8282\u65e5\u798f\u5229\uff0c\u96f6\u98df\u4e0b\u5348\u8336\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u80a1\u7968\u671f\u6743\uff0c\u751f\u65e5\u798f\u5229\uff0c\u6cd5\u5b9a\u8282\u5047\u65e5\u4e09\u85aa\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u8865\u5145\u533b\u7597\u4fdd\u9669\uff0c\u9910\u8865""]",招聘HR,马先生招聘HR,0,华为,"https://img.bosszhipin.com/beijin/upload/com/logo/20200429/8f64c9d0b30a53c434b26799ca78966cec9b49ecaf1604cb263748f03d5c2b0f.png?x-oss-process=image/resize,w_100,limit_0",计算机软件,不需要融资,"[0, 10000]",https://www.zhipin.com/job_detail/8ca7fc2d0918c4ef1Hx629W-F1tV.html?lid=1yABpYf3Ijl.search.66&securityId=rEi84SzkTTSPz-11-xKN2WqTYQ44Hg6TH-ANZ2HPEH50a1gG5yvjE_U1WKnX3qUv1MIDOkZn8MkAY6cmYzqlfD9zlQtlr3SNtMtb1KESV5rkU0A~&sessionId=,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html,浦东新区
运动控制软件工程师（C++）,嘉兴,c,本科,5-10年,"[""C++"", ""MFC"", ""QT"", ""\u4e0a\u4f4d\u673a\u5f00\u53d1\u7ecf\u9a8c"", ""\u8fd0\u52a8\u63a7\u5236\u5668""]","[15000, 25000]",0薪,"[""\u5b9a\u671f\u4f53\u68c0\uff0c\u5e74\u7ec8\u5956\uff0c\u5305\u5403\uff0c\u8282\u65e5\u798f\u5229\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u5168\u52e4\u5956\uff0c\u4f4f\u623f\u8865\u8d34\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u5458\u5de5\u65c5\u6e38""]",HR,俞女士HR,0,电产理德,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",专用设备,不需要融资,"[100, 499]",https://www.zhipin.com/job_detail/13766f785934692d1HF62di0FVpQ.html?lid=1yABpYf3Ijl.search.67&securityId=GBgPws4qKzMTZ-d1D6AyXJtN7WlQud8ph-oxuJQCnrzIHCLjetq8O9Gzpmt9WXASAXy5Gx7Cp0Ef6n5fek_eM3XSzM9Q01S15YHIAFTIfMqRCGJ-Lq4C&sessionId=,https://www.zhipin.com/gongsi/c50b7223e2b69a0c1nZ-09m0EVM~.html,平湖市
C＋＋初级工程师,北京,c,本科,经验不限,"[""QT""]","[15000, 20000]",13薪,"[""\u4e94\u9669\u4e00\u91d1\uff0c\u9910\u8865\uff0c\u8282\u65e5\u798f\u5229\uff0c\u5e26\u85aa\u5e74\u5047""]",行政总监,王女士行政总监,0,智芯仿真,"https://img.bosszhipin.com/beijin/upload/com/logo/20220219/7b5b554d84f9729cdd19a887b0588e9113704ebc286f526145837cfb4214db1e939d5ae997ac7ed7.jpg?x-oss-process=image/resize,w_100,limit_0",半导体/芯片,A轮,"[20, 99]",https://www.zhipin.com/job_detail/a3cc5b14f101b9f71nN-09-5GFJQ.html?lid=1yABpYf3Ijl.search.68&securityId=HD4n0x8zLX43I-v1rs_1bq5a4HR1P-POmVNx1hgwFGTNe9Nlw30Pz0sIFWvNO0c4TnQ1q3v5m7ei-SAjzfDUCgZ-1PBTq-rCiK8Q0K5iipRvYF7lkbs~&sessionId=,https://www.zhipin.com/gongsi/8884b809843ac40c33Z93dW6Eg~~.html,海淀区
